date,product_category,region,price,discount,festival_name,is_festival,impact_level,sales
2024-07-09,Jewelry,East,4523.83,49.6,Navratri,1,High,488
2024-07-27,Jewelry,South,3347.9,1.2,None,0,Low,282
2024-07-18,Clothing,North,2533.98,26.5,Raksha Bandhan,1,Medium,247
2024-01-29,Jewelry,North,4872.84,28.61,Holi,1,Medium,916
2024-02-07,Home Decor,South,3884.43,8.42,None,0,Low,107
2024-09-06,Jewelry,East,816.08,19.17,Christmas,1,Medium,684
2024-08-20,Electronics,East,1570.89,11.16,Pongal,1,Low,268
2024-06-15,Home Decor,North,3575.28,5.45,None,0,Low,214
2024-04-14,Electronics,North,4172.22,8.23,None,0,Low,141
2024-10-22,Clothing,North,745.44,8.62,None,0,Low,242
2024-02-18,Jewelry,East,3451.58,22.34,Christmas,1,Medium,460
2024-03-12,Clothing,North,3384.64,10.11,Navratri,1,High,474
2024-11-30,Groceries,South,4428.08,28.85,Pongal,1,Low,462
2024-12-22,Groceries,West,2959.35,31.28,Raksha Bandhan,1,Medium,591
2024-11-23,Electronics,East,352.4,11.09,None,0,Low,275
2024-05-21,Toys,West,4936.6,42.6,Eid,1,High,236
2024-08-04,Clothing,South,1171.22,13.26,Eid,1,High,772
2024-08-05,Jewelry,North,2125.7,9.29,None,0,Low,254
2024-04-11,Clothing,West,4938.02,32.07,Eid,1,High,616
2024-09-15,Electronics,South,1914.89,9.37,None,0,Low,164
2024-12-20,Home Decor,South,2865.93,45.36,Onam,1,Medium,231
2024-07-04,Groceries,South,3532.84,17.91,Eid,1,High,680
2024-03-31,Home Decor,West,477.42,39.52,Diwali,1,High,576
2024-04-03,Jewelry,West,1185.53,4.21,None,0,Low,265
2024-12-05,Toys,West,4095.55,6.76,None,0,Low,252
2024-11-08,Clothing,South,1133.7,12.04,None,0,Low,223
2024-07-16,Clothing,East,1645.07,9.36,None,0,Low,185
2024-05-27,Electronics,South,1920.7,3.93,None,0,Low,298
2024-02-05,Home Decor,North,1895.9,28.69,Eid,1,High,526
2024-01-30,Electronics,West,4634.69,1.64,None,0,Low,167
2024-01-07,Toys,North,2133.13,3.06,None,0,Low,186
2024-05-06,Electronics,West,798.99,27.33,Christmas,1,Medium,611
2024-10-02,Groceries,North,3662.72,14.22,Pongal,1,Low,520
2024-09-14,Jewelry,East,156.58,25.87,Onam,1,Medium,719
2024-02-16,Electronics,North,743.01,47.59,Ganesh Chaturthi,1,High,716
2024-09-27,Clothing,South,3488.42,41.27,Raksha Bandhan,1,Medium,505
2024-01-20,Groceries,West,1546.9,10.04,None,0,Low,152
2024-10-20,Electronics,North,1239.51,9.98,None,0,Low,252
2024-05-09,Groceries,West,3698.83,5.8,None,0,Low,205
2024-09-16,Electronics,North,3849.93,49.04,Raksha Bandhan,1,Medium,398
2024-11-26,Jewelry,South,3521.21,9.54,None,0,Low,126
2024-08-04,Clothing,West,2197.63,25.18,Holi,1,Medium,499
2024-07-29,Home Decor,South,2620.13,32.23,Holi,1,Medium,396
2024-01-11,Toys,North,1814.56,23.16,Navratri,1,High,869
2024-09-15,Clothing,West,2443.42,8.11,None,0,Low,213
2024-11-05,Electronics,South,326.81,5.26,None,0,Low,203
2024-09-26,Toys,East,4505.93,2.42,None,0,Low,244
2024-06-16,Electronics,West,3820.92,14.32,None,0,Low,174
2024-07-22,Toys,North,1864.01,16.76,Diwali,1,High,649
2024-02-26,Electronics,North,4105.26,25.26,Raksha Bandhan,1,Medium,286
2024-05-04,Clothing,East,3539.01,1.56,None,0,Low,239
2024-11-13,Clothing,North,2147.07,4.84,None,0,Low,210
2024-09-07,Home Decor,North,3542.23,8.44,None,0,Low,92
2024-10-26,Electronics,East,4230.23,24.96,Diwali,1,High,776
2024-05-22,Clothing,East,4762.86,9.33,None,0,Low,211
2024-01-31,Toys,North,3318.74,20.63,Christmas,1,Medium,751
2024-06-01,Electronics,South,4785.4,1.48,None,0,Low,60
2024-09-27,Groceries,East,3337.09,13.1,None,0,Low,117
2024-07-25,Groceries,West,530.26,20.28,Onam,1,Medium,746
2024-07-20,Electronics,East,3316.27,10.72,None,0,Low,75
2024-06-19,Home Decor,North,263.74,1.51,None,0,Low,241
2024-04-27,Electronics,East,4465.4,21.8,Ganesh Chaturthi,1,High,202
2024-04-11,Jewelry,West,1980.7,11.67,None,0,Low,150
2024-11-25,Home Decor,East,856.99,42.94,Christmas,1,Medium,522
2024-11-14,Groceries,North,2248.48,7.07,None,0,Low,258
2024-01-01,Clothing,South,3323.65,9.57,None,0,Low,194
2024-07-26,Home Decor,East,3657.21,2.38,None,0,Low,96
2024-08-03,Home Decor,North,1970.29,11.21,None,0,Low,52
2024-10-10,Groceries,South,2376.82,33.93,Diwali,1,High,964
2024-02-01,Groceries,West,3030.97,46.09,Onam,1,Medium,298
2024-04-22,Groceries,West,3229.98,24.18,Onam,1,Medium,420
2024-05-06,Clothing,East,806.3,33.24,Holi,1,Medium,224
2024-06-08,Jewelry,East,1092.55,12.51,Raksha Bandhan,1,Medium,678
2024-03-21,Home Decor,West,2222.94,33.89,Holi,1,Medium,772
2024-10-17,Groceries,South,4378.68,6.31,None,0,Low,50
2024-07-24,Jewelry,West,1038.59,4.16,None,0,Low,73
2024-07-13,Groceries,East,2896.22,9.43,None,0,Low,225
2024-07-06,Jewelry,North,2038.88,10.22,None,0,Low,86
2024-03-12,Jewelry,West,1962.42,4.28,None,0,Low,176
2024-05-19,Toys,South,3541.68,9.44,None,0,Low,90
2024-10-13,Jewelry,North,934.31,4.43,None,0,Low,57
2024-05-09,Electronics,East,4092.8,42.47,Eid,1,High,934
2024-04-16,Clothing,West,561.76,39.23,Diwali,1,High,963
2024-01-22,Electronics,North,4396.3,5.29,None,0,Low,265
2024-09-13,Jewelry,East,3447.04,7.42,None,0,Low,116
2024-01-03,Home Decor,East,747.78,2.82,None,0,Low,244
2024-06-23,Toys,South,4584.61,11.21,Raksha Bandhan,1,Medium,722
2024-08-21,Home Decor,West,4949.79,0.34,None,0,Low,98
2024-04-03,Electronics,West,1450.86,8.35,None,0,Low,83
2024-05-05,Home Decor,West,3612.14,13.31,None,0,Low,271
2024-09-24,Clothing,South,4260.79,5.77,None,0,Low,50
2024-07-23,Groceries,South,528.43,24.06,Eid,1,High,307
2024-01-21,Toys,West,150.04,11.94,None,0,Low,273
2024-01-23,Jewelry,West,450.32,6.79,None,0,Low,133
2024-02-07,Jewelry,East,3505.13,10.21,None,0,Low,192
2024-08-03,Jewelry,West,4792.93,20.61,Diwali,1,High,522
2024-07-29,Clothing,South,3112.29,24.64,Eid,1,High,349
2024-12-24,Toys,North,1183.16,7.33,None,0,Low,207
2024-12-18,Jewelry,North,1437.96,14.09,None,0,Low,127
2024-11-18,Groceries,East,3617.76,14.2,Navratri,1,High,358
2024-06-07,Home Decor,West,273.27,8.57,None,0,Low,299
2024-03-29,Jewelry,North,3163.59,8.12,None,0,Low,224
2024-05-18,Electronics,North,2698.15,43.97,Navratri,1,High,622
2024-02-19,Clothing,South,2077.09,37.22,Christmas,1,Medium,705
2024-06-27,Electronics,East,3518.82,14.68,Pongal,1,Low,605
2024-04-02,Electronics,East,1176.63,0.5,None,0,Low,161
2024-01-17,Groceries,North,1808.58,36.62,Pongal,1,Low,919
2024-09-15,Jewelry,West,2737.26,7.23,None,0,Low,121
2024-04-05,Groceries,East,2953.68,1.75,None,0,Low,126
2024-06-26,Groceries,East,673.49,7.66,None,0,Low,209
2024-04-19,Home Decor,South,1967.85,6.68,None,0,Low,266
2024-07-09,Home Decor,West,2223.74,3.64,None,0,Low,94
2024-07-03,Jewelry,East,4397.94,13.92,None,0,Low,211
2024-11-24,Jewelry,West,3546.21,2.68,None,0,Low,235
2024-07-30,Toys,West,759.92,43.16,Raksha Bandhan,1,Medium,530
2024-09-24,Clothing,North,1002.64,7.04,None,0,Low,83
2024-01-14,Clothing,North,3184.08,4.71,None,0,Low,241
2024-11-10,Electronics,South,1170.81,32.06,Onam,1,Medium,704
2024-02-16,Groceries,South,117.35,20.88,Diwali,1,High,813
2024-07-23,Electronics,North,2414.89,6.76,None,0,Low,143
2024-09-06,Electronics,West,2460.12,12.39,None,0,Low,256
2024-11-26,Clothing,East,4925.18,29.98,Ganesh Chaturthi,1,High,699
2024-08-04,Home Decor,South,1541.94,42.19,Diwali,1,High,584
2024-01-22,Home Decor,North,4722.34,5.71,None,0,Low,204
2024-07-23,Groceries,East,3081.59,8.32,None,0,Low,245
2024-08-25,Jewelry,West,173.37,18.14,Pongal,1,Low,627
2024-09-10,Jewelry,West,130.99,0.14,None,0,Low,167
2024-01-20,Clothing,North,1147.64,24.47,Holi,1,Medium,599
2024-10-30,Home Decor,West,3149.48,12.9,None,0,Low,76
2024-09-23,Toys,South,4554.07,35.39,Pongal,1,Low,939
2024-12-05,Electronics,West,4214.05,11.4,None,0,Low,225
2024-05-22,Groceries,North,3935.3,43.79,Raksha Bandhan,1,Medium,695
2024-05-14,Clothing,South,1129.36,2.68,None,0,Low,253
2024-10-05,Groceries,West,3530.43,19.37,Christmas,1,Medium,826
2024-02-17,Toys,West,4755.7,12.51,None,0,Low,202
2024-03-10,Clothing,East,4866.5,11.27,None,0,Low,190
2024-05-26,Jewelry,South,2313.11,9.56,None,0,Low,238
2024-08-11,Home Decor,West,3645.38,0.99,None,0,Low,258
2024-11-03,Home Decor,South,1316.15,4.11,None,0,Low,109
